f_1,f_2,f_3,f_4,f_5,x_1,x_2
-5.636839037979459,-2.8141256999040127,-7.052842054813448,-2.2967432498042597,0.040237461664959784,0.6902374616649598,0.6097841074980122
-6.010990802038618,-2.788920958756171,-6.23156179653079,-7.412199460314857,0.3201615984581462,0.8550620273297875,0.9701615984581462
-5.382806056150244,-2.779233570814643,-7.270269748037485,-4.945690059044605,0.27148701613121484,0.5783286590970238,0.9214870161312149
-5.672740162266179,-2.7811672570584576,-7.009640067358447,-6.82227338902918,0.312414154489448,0.7060529349190214,0.962414154489448
-6.34,-2.8058392149340428,-0.32111111111111956,-5.890480411504311,0.35,1.0,0.9461991371884159
-6.34,-2.8594141787602885,-0.32111111111111956,-1.968315726942473,0.35,1.0,0.3713721315496343
-4.755378263889272,-2.762442867262164,-7.499174752895748,-11.192111035691752,0.3480870296164633,0.30192875061201385,0.9980870296164633
-6.34,-2.8011766745426727,-0.32111111111111956,-11.591565378480276,0.35,1.0,0.9998514164876944
-5.536937412115193,-2.8233300969933093,-7.15406434628618,-2.092117629722341,0.15803295029572362,0.6462279348525077,0.4919670497042764
-5.592607600126762,-2.8059793291161985,-7.100783450678168,-2.5008923482220418,0.03336255464490001,0.6707522467518775,0.6833625546449
-4.751,-2.762270458568552,-7.500000000000001,-11.47524829611973,0.35000000000000003,0.3,0.999351795071628
-5.54071419037304,-2.7752798549530273,-7.150672161107861,-11.589662846132935,0.34984333441277393,0.6478917138207224,0.999843334412774
-6.2592335067972655,-2.85937944643883,-3.7695574534189324,-1.92,0.35000000000000003,0.9644200470472533,0.3
-6.045247248319013,-2.7874295388945742,-6.076803216123782,-11.626666666666658,0.35,0.8701529728277589,1.0
-4.8122727563827805,-2.824561825464999,-7.487777076071705,-1.9364550151560274,0.32311807895921685,0.3269924036928546,0.3268819210407832
-5.649079925378591,-2.840607921909767,-7.0385742293901625,-1.92,0.35000000000000003,0.695629923074269,0.3
-6.2713407732744875,-2.8004430743486237,-3.463308488087807,-6.568236789593045,0.31975364461431155,0.9697536446143116,0.9585526614981212
-6.179275976140914,-2.8175294806932687,-5.076641558769401,-2.680953435193425,0.2791964652603144,0.9291964652603144,0.7294996114955145
-5.428688731946512,-2.807587608456729,-7.239721041485293,-2.3593430781435805,0.051458708393607444,0.5985412916063926,0.6355814704603735
-4.751,-2.825395008343695,-7.500000000000001,-1.9200000190032,0.35000000000000003,0.3,0.3000000329916645
-6.070989052872385,-2.844961137052618,-5.941412937287149,-1.9850600249236636,0.2582481930895048,0.8814929748336493,0.3917518069104952
-4.9509839789409344,-2.7750777197441394,-7.45418186878963,-4.16512160443139,0.2619013308630245,0.38809866913697555,0.8890890749312064
-5.989083207447352,-2.8370050955712864,-6.318079624519581,-2.0487193425423533,0.19541110460235755,0.8454111046023576,0.4563223095776074
-6.113201964445755,-2.817659850173956,-5.672834492453951,-2.5662050825497142,0.25008897112147777,0.9000889711214778,0.7016537013840825
-5.431651250276742,-2.8067817269848114,-7.237642797095955,-2.3824906148467875,0.05015363423932084,0.5998463657606792,0.6443037774386311
-5.430591430693637,-2.8062558981004577,-7.238387816361703,-2.396628564605024,0.050620515112935416,0.5993794848870646,0.6494373108004223
-5.4310119530376415,-2.8064432525500846,-7.238092408685725,-2.391569136485628,0.050435262979012796,0.5995647370209872,0.6476165292869493
-5.430606187651053,-2.806952554411024,-7.23837745450985,-2.377289356196391,0.050614014250637496,0.5993859857493625,0.6423789123732392
-5.433021554140343,-2.806080606165203,-7.236676959702044,-2.4028753491802126,0.04954997614962897,0.600450023850371,0.6516608479457137
-5.43176511651988,-2.806771705477771,-7.237562650249533,-2.3828237265736734,0.05010347289873118,0.5998965271012688,0.644426379749209
-5.432070828315222,-2.8065025192435162,-7.237347370849096,-2.390449560192817,0.049968798099020995,0.600031201900979,0.6472111812573618
-5.430807248342015,-2.8064995606705176,-7.2382362430595775,-2.3898898184299346,0.05052544125902414,0.5994745587409759,0.6470081906579849
-5.430465858335596,-2.8060947584170024,-7.238475975668903,-2.4011418110773954,0.050675833332336495,0.5993241666676635,0.6510464889332161
-5.434134481489783,-2.8061861805797506,-7.23589040022831,-2.400439002720736,0.04905969978423663,0.6009403002157634,0.6507968295801632
-5.432893993551506,-2.806581869858404,-7.236766990828386,-2.388653020090831,0.04960617024162739,0.6003938297583726,0.6465588747042124
-5.430019244766769,-2.8067773519387895,-7.238789329632357,-2.3817941791163424,0.05087257939789913,0.5991274206021009,0.644047192034903
-6.21786010906904,-2.794169884266647,-4.5636851497696895,-11.495999132291487,0.34944175386825704,0.9461938806471543,0.9994417538682571
-5.429914241864005,-2.8064029562835344,-7.238862957714975,-2.392139182238802,0.050918836183257765,0.5990811638167423,0.6478225763321342
-5.433163601432787,-2.8065875957875277,-7.236576674466605,-2.3886302572200284,0.049487400249873637,0.6005125997501264,0.6465505949705506
-5.4302162911119645,-2.806839778276683,-7.238651115159485,-2.3801785440020398,0.05078577484054436,0.5992142251594557,0.6434505850278089
-5.433288648515536,-2.8063997565976044,-7.236488365603791,-2.3939542380210486,0.04943231342927945,0.6005676865707206,0.6484771149476228
-5.430257988409232,-2.806109642520882,-7.2386218597595935,-2.4006095434840917,0.050767405987122705,0.5992325940128773,0.6508574421402915
-5.431065880315385,-2.8065175474926196,-7.238054506360108,-2.3895189820708813,0.050411506468993283,0.5995884935310067,0.646873584029793
-5.429748378899831,-2.8063801801933193,-7.238979226579871,-2.3926937490232136,0.05099190356835659,0.5990080964316434,0.6480228082503966
-5.431950208230729,-2.8066512979442244,-7.2374323275456955,-2.386245413908247,0.05002193470011951,0.5999780652998805,0.6456810809361538
-5.431721064594108,-2.806416057041733,-7.237593659368324,-2.3926937965726847,0.0501228790334326,0.5998771209665674,0.6480228254093138
-5.432063915017663,-2.8060795736602127,-7.237352240716403,-2.402406090645357,0.04997184360455387,0.6000281563954462,0.6514947475072478
-5.4296278520903964,-2.806769577750082,-7.2390636887349755,-2.381812295578581,0.051044999079120745,0.5989550009208793,0.6440538711002105
-5.431604988729744,-2.8060366472624105,-7.237675353447235,-2.4033958942670752,0.05017401377544317,0.5998259862245569,0.6518449261402824
-5.431038522625871,-2.8065221505867455,-7.238073735035161,-2.3893766428707255,0.05042355831459444,0.5995764416854056,0.6468218915832722
-5.429227760831513,-2.8066677604477386,-7.239343903667151,-2.3844188167955425,0.051221250735016155,0.5987787492649839,0.6450123384106401
-5.433678249547327,-2.8063896178525183,-7.2362130727184955,-2.394439538266604,0.049260683018798934,0.6007393169812011,0.6486517297624864
-5.429827376886287,-2.8059684317320297,-7.238923854743552,-2.404425159217678,0.0509571026932657,0.5990428973067343,0.6522083576431335
-5.429412793066549,-2.806871769827878,-7.239214341602255,-2.3789026639316653,0.051139738737203455,0.5988602612627966,0.6429780871911627
-6.02115934479791,-2.8362981848732716,-6.188292579510575,-2.071057107758519,0.2095415615849825,0.8595415615849825,0.4753504022843975
-5.432517219232534,-2.806105329366974,-7.2370327683903515,-2.4019056697785475,0.04977215011782654,0.6002278498821735,0.6513174508977538
-5.43271420947448,-2.806455111048252,-7.2368938382495624,-2.3921050843132314,0.049685370275559526,0.6003146297244405,0.6478102578518552
-5.429405856786052,-2.807144965817662,-7.239219199421543,-2.3714817599344524,0.05114279436737812,0.5988572056326219,0.6402059723624733
-5.989395433107174,-2.7996273312591873,-6.316906368999812,-3.517833679458711,0.1955486489458914,0.8455486489458914,0.8453889040729012
-5.430485050635972,-2.8059806228221165,-7.238462503088414,-2.4044184735552028,0.05066737857446202,0.599332621425538,0.6522059992726446
-5.430060365806327,-2.8058620740230604,-7.2387604909493595,-2.4076098303566305,0.05085446440249919,0.5991455355975008,0.6533283116361789
-5.43254178697078,-2.806090530720577,-7.237015444908549,-2.402341481823898,0.049761327325647975,0.600238672674352,0.6514718665535318
-5.4336719308507435,-2.8064281700144362,-7.236217539392216,-2.3933513183494624,0.04926346658557579,0.6007365334144242,0.6482599494534723
-6.0297599442333665,-2.832298823667968,-6.150002837618251,-2.1343851918043324,0.21333037190897175,0.8633303719089718,0.5220641728350643
-6.022350445237073,-2.83463680510147,-6.183084861425687,-2.09505526355997,0.2100662754348338,0.8600662754348338,0.49419247571984
-5.4330785003094295,-2.8060687011211476,-7.23663675950456,-2.4032459566307867,0.04952488973152924,0.6004751102684708,0.6517919232625188
-5.429595760919719,-2.8059501266790825,-7.239086173680984,-2.404829968608431,0.05105913615871438,0.5989408638412856,0.65235109779327
-5.4313056675037235,-2.806757065786133,-7.237885919992489,-2.3829967969090764,0.05030587334637748,0.5996941266536225,0.6444900467055601
-5.430529296569398,-2.8063933819022564,-7.238431441250495,-2.3927217525030193,0.05064788697383371,0.5993521130261663,0.6480329134370598
-5.433786475103385,-2.806210055673413,-7.2361365587182584,-2.3995787528350956,0.04921300656238581,0.6007869934376142,0.6504907796662156
-5.4293159436170875,-2.8071087984065324,-7.239282163405465,-2.3724134965891164,0.05118240369291294,0.5988175963070871,0.6405562873863151
-5.432423744385038,-2.8066668085950104,-7.237098671940478,-2.3860542951995827,0.04981332846474107,0.600186671535259,0.6456112223887494
-6.34,-2.8069378517222883,-0.32111111111111956,-5.365928906178649,0.35,1.0,0.9338692529184747
-5.432558676380862,-2.8061787029771343,-7.237003535117447,-2.399834726598175,0.0497538870568891,0.6002461129431109,0.6505819003681191
-5.434180441355861,-2.8063178852127164,-7.235857877023332,-2.3967230770110604,0.04903945314719793,0.6009605468528021,0.6494711534175474
-6.027159531476682,-2.83221745698272,-6.161749824695252,-2.1343784730980966,0.21218481562849423,0.8621848156284942,0.5220596937819297
-5.433785460535582,-2.806207696221614,-7.2361372760879625,-2.3996453539036446,0.049213453508554106,0.6007865464914459,0.6505144924436715
-5.4319981959615395,-2.806336555493163,-7.237398530885979,-2.3950730966263194,0.050000794730599596,0.5999992052694004,0.6488794406463091
-5.431582454680662,-2.8062227473773795,-7.237691210490636,-2.398078374666215,0.05018394066931242,0.5998160593306876,0.6499557701844794
-6.34,-2.8057419531563474,-0.32111111111111956,-5.943641948507703,0.35,1.0,0.947296040854155
-4.776255356264509,-2.7635100174822553,-7.495139516358336,-9.574820648298221,0.33922400593989577,0.31112570760551067,0.9892240059398958
-6.023101866690636,-2.8335954716920564,-6.179784035123381,-2.110883283943128,0.2103972981016018,0.8603972981016018,0.5058241524398699
-5.429619844071327,-2.806178125269573,-7.239069299767439,-2.3983317331069722,0.05104852684082495,0.5989514731591751,0.6500462227678054
-5.4339310259391205,-2.806329044952098,-7.236034335007065,-2.3962789422677684,0.04914932778012315,0.6008506722198769,0.6493120654066962
-5.4326511662701265,-2.8061112966503394,-7.236938306858978,-2.4018048443687485,0.049713142612279326,0.6002868573877207,0.6512817082183698
-5.986123062114831,-2.796897518752062,-6.329121814664785,-3.8952129297774625,0.22346256100665784,0.8441070758215112,0.8734625610066579
-5.430869756864313,-2.8067094425536205,-7.23819232867774,-2.3840920180608967,0.05049790446506075,0.5995020955349393,0.6448924386837674
-4.772139926348704,-2.824118249086722,-7.495948203830785,-1.9349717133591782,0.3406872571151087,0.3093127428848913,0.3245859654299172
-5.430397982362665,-2.8065544644126112,-7.238523618614521,-2.388151413538445,0.05070573464199801,0.599294265358002,0.6463763352894741
-5.43075164957752,-2.806660642140039,-7.2382752980697855,-2.385382188355654,0.050549934106819516,0.5994500658931805,0.645365342049425
-5.430298107098557,-2.8063453115972075,-7.238593709422767,-2.393954978232675,0.0507497325557017,0.5992502674442983,0.6484773814073557
-5.431672986235817,-2.806336425026882,-7.23762749937976,-2.394909878735155,0.05014405892695273,0.5998559410730473,0.6488208044270161
-6.015651900514238,-2.8366781828424923,-6.211988075300544,-2.063588818152058,0.20711537467587582,0.8571153746758758,0.46915966866327674
-6.02426245095171,-2.834327425626641,-6.174662156695207,-2.100469451590757,0.21090856870119346,0.8609085687011935,0.49823826904667934
-5.430300241719348,-2.8071189909191534,-7.238592211540791,-2.3726215225880694,0.050748792194119874,0.5992512078058801,0.6406344119121042
-5.432530752996911,-2.806198753649805,-7.237023225424106,-2.399249897320512,0.049766188107087994,0.600233811892912,0.6503736484403446
-5.430905453640661,-2.8059781776150765,-7.238167247781946,-2.404708267532275,0.05048217901292462,0.5995178209870754,0.6523081963759715
-5.9970307818073785,-2.837225765162374,-6.287693722930837,-2.048921084282016,0.1989122386816643,0.8489122386816643,0.45650127445065464
-5.433824536339936,-2.806217076750052,-7.236109645638841,-2.3993987676504864,0.0491962394978257,0.6008037605021743,0.6504266820773558
-5.4306431611275725,-2.806436027907874,-7.238351491482248,-2.3915836190612403,0.05059772637551896,0.5994022736244811,0.6476217669591403
-6.003383486444786,-2.8376925763731142,-6.262600283071176,-2.0453704831171766,0.20171078698008194,0.851710786980082,0.45333143574449714
-5.429656059291344,-2.806386937384239,-7.239043923826409,-2.3924569447073525,0.05103257299940811,0.5989674270005919,0.6479373342051944
-6.027984629933309,-2.799348295025822,-6.15803878484319,-3.7111547919127506,0.21254829512480555,0.8625482951248056,0.8608458753715763
-5.422318417680974,-2.7991023186295005,-7.244144786633764,-2.6408010466972573,0.0703081032318249,0.5957349857625434,0.7203081032318249
-4.795404083683826,-2.8253486910434016,-7.49128965792396,-1.92658215885317,0.338857387735051,0.31956127034529735,0.31114261226494905
-6.028015316287245,-2.8319817632510245,-6.157900477426053,-2.138620684548373,0.21256181334239843,0.8625618133423985,0.5248700661015477
-5.430248318381609,-2.806999145367711,-7.23862864462141,-2.3758438283550958,0.05077166591118565,0.5992283340888144,0.6418404137282682
-6.019111343729581,-2.8374206103855437,-6.197177196574752,-2.055141592443454,0.20863935847118098,0.858639358471181,0.46195348536438685
-6.336984901350897,-2.8245497690118992,-0.5471407973511102,-2.7553789780653064,0.34867176270964606,0.9986717627096461,0.7451804820975668
-6.022099247914769,-2.832911026437147,-6.184185640045341,-2.1209139740122813,0.20995561582148403,0.859955615821484,0.5128989589168055
-5.434486138141749,-2.806209995035996,-7.235641469479442,-2.3999432104443796,0.04890478495958184,0.6010952150404182,0.650620504469
-4.882877232627101,-2.7669886930736642,-7.471775823234776,-7.1989491125850575,0.3175370444260166,0.3580956971925555,0.9675370444260166
-5.632848929511624,-2.8053096558540527,-7.057394544716471,-2.553847185433292,0.04834360276393346,0.6884797046306713,0.6983436027639335
-4.787809252961925,-2.764747396245546,-7.492833888767479,-8.032768140061094,0.33378447006082607,0.31621552993917396,0.9768664885567565
-4.770754113489596,-2.763718430041463,-7.496219044617158,-9.088389011672003,0.3412977473614116,0.3087022526385884,0.9858475624284702
-6.02493162732621,-2.8001825522368655,-6.171695800661519,-3.583796031344895,0.21120336005559914,0.8612033600555992,0.8509511741174203
-6.316415916308292,-2.7995617217807327,-1.7945878246789233,-11.626666666666658,0.35,0.9896105358186305,1.0
-4.751,-2.8229969560349186,-7.500000000000001,-1.9427876530773294,0.35000000000000003,0.3,0.33643238769171707
-6.223882091424851,-2.815690403016886,-4.46704843235104,-2.884459296808289,0.2988467363105072,0.9488467363105072,0.7688683790740426
-6.005461272644002,-2.8366941624915296,-6.254231841822273,-2.0592155026195966,0.20262611129691688,0.8526261112969169,0.46545662732451776
-4.767516196052802,-2.7642765097508444,-7.496848976093713,-8.23786175814551,0.3427241427080167,0.3072758572919833,0.978822315420293
-6.149417753960117,-2.791225882002362,-5.379793713337642,-11.439728801924321,0.34919696558242785,0.9160430634185535,0.9991969655824279
-5.433524657353514,-2.80621132709251,-7.236321629258915,-2.3994069530105238,0.049328344778187816,0.6006716552218122,0.6504295975903365
-5.432338184759571,-2.8060993232070155,-7.237158983150744,-2.4019841760659233,0.049851019929704754,0.6001489800702953,0.651345276613327
-6.34,-2.8064398821000602,-0.32111111111111956,-5.587746564947726,0.35,1.0,0.9394443164261714
-5.957100522067624,-2.7958809314305504,-6.430123308855963,-3.9260127445699755,0.2254045640195591,0.8313218158888211,0.8754045640195591
-5.429923622826812,-2.8072839151203164,-7.238856380465006,-2.3680016847121506,0.050914703600523414,0.5990852963994766,0.6388917232174316
-4.795111969070704,-2.7640112567051114,-7.491349476683117,-9.199597720119598,0.33665569351361346,0.3194325854937021,0.9866556935136135
-6.269348720528058,-2.797085756001296,-3.516688891108007,-10.765694854611713,0.3460410172747559,0.9688760883383514,0.9960410172747559
-5.429765523789299,-2.8064150680422677,-7.238967210070587,-2.391723785075651,0.05098435075361307,0.599015649246387,0.6476724508060471
-5.433344125309289,-2.8065114270182137,-7.23644917989435,-2.390848758414421,0.04940787431308857,0.6005921256869114,0.647355814798886
